Milk production reduced,Milk abnormal,Udder swollen/hard,Udder warm,Kicking/avoiding milking,Limping/walking unevenly,Lying down more than usual,Standing on one leg often,Visible injuries/swelling (legs/hooves),Reluctance to move,Aggression/anxiety,Nervous/jumpy,Stumbling/trembling/balance issues,Trouble rising/standing,Excessive licking/teeth grinding,Eating normally,Water intake normal,Isolation from herd,Body temperature (°C),Health Condition
0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,39.19998413663011,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40.23304143858667,0
1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,38.63041016094203,2
0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,37.89003235701225,2
0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,37.88432016267552,1
0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,39.297000038862905,2
0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,39.114032461518775,1
1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,40.72248039331883,1
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,39.866105581015844,1
1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,38.20049489967804,2
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,39.9416003806116,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38.31515313475498,0
0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,39.25887133620876,1
0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,37.99015736086071,1
1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,39.012110985150144,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,38.57582506049393,1
0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,38.46659600113324,2
1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,41.22493128902053,1
0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,37.92651216547315,2
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,38.92381233434769,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,38.31116576006613,0
0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,41.20224546108642,1
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,37.274912940577984,1
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,39.04269375313266,1
0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,37.99846790776439,1
0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,37.73331076480793,2
1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,39.458882027161074,2
0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,39.506261045099166,1
0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,39.461032667735246,2
0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,39.56560960993804,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,37.33565420859032,0
1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,38.9924308570706,2
1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,38.00223306932755,1
0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,39.00994034824952,2
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39.112780266065876,1
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,39.86902048685081,0
1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,38.566118398533156,1
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,38.572396267359444,1
0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,39.361939012298166,1
0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,38.34376590711044,0
1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,39.16667761205956,2
0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,41.18952935803659,1
0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,41.27319300709059,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,40.20123271523839,1
1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,39.53268179867904,2
0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,39.484691185574654,2
0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,38.440305692997704,1
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,38.224910004227816,1
1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,38.52444596805357,2
0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,37.86069815172369,1
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,37.93224251766833,1
0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,38.827866314704664,1
0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,38.13340256677893,1
1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,38.14520638831943,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38.46548483470775,0
0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,39.1755887469296,1
0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,37.95382927325139,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,39.834802539911124,0
0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,39.46757997759912,1
0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,38.8821715003789,1
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,39.040920923097204,1
0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,37.80887094389076,1
1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,38.04513182920572,2
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,37.65974483825751,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,39.710628230598395,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,39.52036545209341,0
0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,38.551738077539106,1
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,39.3248284355177,1
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,37.65206512820708,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.020516510957535,0
1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,39.414804077453695,1
1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,38.35295622380411,1
0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,38.92625803732223,2
1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,39.18465924047778,1
0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,39.382621011108554,2
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,39.60946863781161,1
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,39.23720534991917,1
1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,38.81589696104707,1
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,39.03772344525236,1
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,38.43104155513169,1
1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,38.04101515701288,1
0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,39.301738648607326,2
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,38.03139412432625,1
0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,37.84286532329643,2
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,37.48389343881442,0
0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,39.19407128770589,1
0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,38.16677862856065,1
0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,38.711190853074996,2
0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,39.283672946678685,1
0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,40.167559183787766,2
0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,38.93903216426151,1
0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,38.195565379349965,2
0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,37.785934636586205,1
0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,39.567535518094026,2
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,40.155089108030154,0
0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,38.1025636866227,1
0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,38.23004595356646,2
1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,38.47353046205724,1
1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,40.5956847735064,2
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,38.751368489120416,1
1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39.26300083594345,1
0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,39.574888832761154,1
1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,39.81184283203625,1
1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,38.760246159016674,2
0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,38.092783552822674,1
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,39.74274244191741,0
0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,38.23982016661461,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38.79488439356392,1
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,40.95220353826345,1
0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,38.379811862214645,2
1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,38.22124276098357,1
1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,38.68187969946007,1
0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,37.35431355628129,2
0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,40.5891427742277,1
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,39.62885036726576,1
0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,36.9188469764047,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,39.754723043192044,2
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,39.38229534550265,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,38.721554133254834,1
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,40.17357964541243,1
0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,40.019651138299885,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39.74235432079616,1
0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,37.82654760811763,1
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,38.0350859435721,1
0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,38.68202676027955,2
0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,37.66706039652968,1
0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,36.90920883680228,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,38.96350014457936,0
0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,36.96444522314502,2
0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,38.935690199420634,2
0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,39.791888683940314,2
0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,37.80594660504832,2
0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,39.984930692421734,1
1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,40.756260431580834,1
0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,39.24715464276058,2
1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,39.18169390149098,1
0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,39.90676171592709,2
0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,38.990780098723754,1
0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,38.22229801285125,2
1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,39.219190232272766,2
0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,38.60273944805095,2
0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,39.40774428501539,2
0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,39.413473538022124,1
1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,39.974841847907065,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,37.85172151371428,0
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,38.816621004314676,1
0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,38.06813770140559,2
0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,39.18087412503596,1
0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,39.70027951244861,0
1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,39.35237042533317,1
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,39.01758167898137,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,37.50236651082863,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.50893752726053,0
0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,39.11053298182493,2
0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,39.988028136786326,2
1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,37.21152633766717,1
0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,38.29729501399545,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,37.8111578232172,1
0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,38.08906061525321,1
0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,39.552679350824725,2
0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,39.95425904668194,2
1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,38.920899446132395,2
0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,39.67793371423548,2
1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,38.97504367101529,2
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,37.88635613794297,0
1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,38.42275457679887,1
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,38.808910949634296,1
1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,38.58943749496453,1
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,39.01049590203105,1
1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,39.51827798955566,2
1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,38.834584019867854,2
1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,40.75829350177815,1
0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,38.4365969170186,2
0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,36.501198683196506,2
0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,37.76089287909959,1
0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,38.47662603559046,2
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,40.10791326396677,1
1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,40.26073103340093,1
0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,37.98154637162864,2
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,39.86924222129235,1
0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,40.3619344588804,1
0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,40.1961821557551,2
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,39.78642274459173,1
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,37.98386048674512,1
0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,39.16829464667242,2
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,39.057596389439894,1
0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,39.48775794194355,2
0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,38.10404556893683,2
0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,39.15465352668966,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,39.316902707311485,1
1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,38.69176538578135,1
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,39.7348119352665,1
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,39.5560816990008,1
1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,39.615616806647,2
0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,39.80344254658961,2
1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,39.42400581605567,1
1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,38.034217699182335,1
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,38.893846955126136,1
0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,39.2245436556065,1
0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,39.774796040945525,1
0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,39.447859366925016,2
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,39.448861866558104,1
1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,39.32187223090414,2
0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,38.93323155901655,1
0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,37.88115942539686,1
1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,39.17544342757958,2
0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,37.71422874462841,1
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,40.70137892038742,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,39.57810548243624,0
0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,39.401537168288314,2
1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,38.65810992918511,1
0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,38.86445126775308,2
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,40.17609960064152,1
1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,38.12843756072298,2
1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,38.3466444315635,2
1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,39.34830760409369,2
0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,39.559987075688085,1
0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,38.70331733984172,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38.27107857880455,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,38.49393905939295,1
1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,40.67632410712649,1
0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,40.537009680156906,0
0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,37.95886742146699,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,38.22274785362579,0
0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39.274040223519414,2
1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,38.446615031831975,2
1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,37.44666927196711,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,40.9162822212822,1
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,38.96185906404789,1
1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,38.22285637293148,1
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,39.61259530579009,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,39.41238191045377,1
1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,40.265427861953675,1
0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,38.5390705899269,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,40.10878782847795,1
1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,38.52884251929775,1
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,40.743125466593575,1
0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,39.752550731388354,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,39.844950248476664,1
1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,38.405435888715246,1
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,39.388578865202,1
0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,40.18704833903094,1
0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,40.03944424586298,2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38.51362926740618,0
0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,39.32287459437247,1
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,39.44827718033457,1
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39.88896983418488,0
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,38.23979443246784,1
1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,39.46681862191902,1
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,39.84347157209958,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,39.194758940278916,1
1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,39.2137047963069,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38.75974038658829,0
0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,38.958664499134365,1
0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,37.841790210173905,1
0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,38.44458058957079,1
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,38.90638774739238,1
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,39.86572364534419,2
1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,40.14830941390654,1
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,38.267467392145214,1
0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,37.92499600709157,2
0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,38.69724764248499,1
0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,38.15678742762202,1
0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,39.31311041531474,1
0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,38.01771335681396,2
0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,38.91081056172422,1
0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,39.18909525734111,1
0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,37.53493710832136,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39.00158439701744,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.44417015022017,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,38.17249844472476,0
1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,39.062161716185265,1
0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,40.56908757890598,1
0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,38.67752553235544,1
0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,39.369368961035164,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,39.250853802798275,0
0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,39.3004545904245,2
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,38.94528314188437,1
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,39.52061238696582,1
0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,39.03973627436352,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,39.26002228083014,0
1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,39.27055424579349,2
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,39.11810060513292,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38.6896338981074,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,39.341260759561585,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,41.14822200568657,1
0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,39.39393348003485,2
1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,38.60138953643554,2
1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,39.22386430677508,2
0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,38.836800544425714,2
1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,38.574625775158495,2
1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,39.32517439621682,1
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,39.00833850547415,1
0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,39.085617812761896,1
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,38.02080357208805,1
1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,39.114926020427475,1
1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,39.05696448911119,1
0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,40.28895501694794,1
0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,38.5546595523009,1
0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,41.80091899103397,1
